area_name,year,month,dis_name,case_num,death_num,ici_rate,mort_rate
山东省,2010,4,艾滋病,48,4,0.048988235,0.004082353
河南省,2010,4,艾滋病,97,54,0.10282,0.05724
湖北省,2010,4,艾滋病,101,34,0.173617722,0.05844557
湖南省,2010,4,艾滋病,196,72,0.29087234,0.106851064
广东省,2010,4,艾滋病,268,28,0.249855253,0.02610428
广    西,2010,4,艾滋病,454,225,0.954991121,0.473288551
海南省,2010,4,艾滋病,30,14,0.331875,0.154875
重庆市,2010,4,艾滋病,113,30,0.377767692,0.100292308
四川省,2010,4,艾滋病,319,113,0.391914286,0.138828571
贵州省,2010,4,艾滋病,119,46,0.339260185,0.131142593
云南省,2010,4,艾滋病,344,95,0.729741463,0.201527439
西    藏,2010,4,艾滋病,27,5,0.8505,0.1575
陕西省,2010,4,艾滋病,38,15,0.100651282,0.039730769
甘肃省,2010,4,艾滋病,35,7,0.134944444,0.026988889
青海省,2010,4,艾滋病,18,15,0.308475,0.2570625
宁    夏,2010,4,艾滋病,4,3,0.06048,0.04536
新疆,2010,4,艾滋病,148,44,0.643919355,0.191435484
建设兵团,2010,4,艾滋病,5,2,0.183,0.0732
全    国,2010,4,HIV,6733,758,0.493196494,0.055523978
北京市,2010,4,HIV,162,5,0.752951613,0.023239247
天津市,2010,4,HIV,49,11,0.323008,0.072512
河北省,2010,4,HIV,112,3,0.151654054,0.004062162
山西省,2010,4,HIV,105,2,0.287895349,0.005483721
内蒙古,2010,4,HIV,75,11,0.299444444,0.043918519
辽宁省,2010,4,HIV,163,16,0.371230366,0.036439791
吉林省,2010,4,HIV,50,1,0.181666667,0.003633333
黑龙江省,2010,4,HIV,132,0,0.344390164,0
上海市,2010,4,HIV,94,17,0.387522581,0.070083871
江苏省,2010,4,HIV,197,2,0.24748125,0.0025125
浙江省,2010,4,HIV,212,10,0.384895337,0.01815544
安徽省,2010,4,HIV,92,7,0.151288889,0.011511111
福建省,2010,4,HIV,91,17,0.2391375,0.044674038
江西省,2010,4,HIV,152,13,0.334695146,0.028625243
山东省,2010,4,HIV,169,21,0.17262953,0.021451007
河南省,2010,4,HIV,202,19,0.214030222,0.020131556
湖北省,2010,4,HIV,103,7,0.177093548,0.012035484
湖南省,2010,4,HIV,295,51,0.437911111,0.075706667
广东省,2010,4,HIV,551,24,0.513855194,0.022382077
广    西,2010,4,HIV,430,104,0.90448642,0.218759506
海南省,2010,4,HIV,44,0,0.487017143,0
重庆市,2010,4,HIV,341,36,1.139897993,0.120341137
四川省,2010,4,HIV,1104,167,1.356225488,0.205153674
贵州省,2010,4,HIV,382,61,1.088949347,0.173889817
云南省,2010,4,HIV,509,99,1.079763339,0.210012909
西    藏,2010,4,HIV,61,6,1.920991667,0.18895
陕西省,2010,4,HIV,134,0,0.354991935,0
甘肃省,2010,4,HIV,144,7,0.555797015,0.02701791
青海省,2010,4,HIV,39,0,0.668571429,0
宁    夏,2010,4,HIV,134,1,2.025385185,0.015114815
新疆,2010,4,HIV,384,33,1.670624561,0.143569298
建设兵团,2010,4,HIV,21,7,0.76839,0.25613
全    国,2010,5,艾滋病,2753,1070,0.201644641,0.078372599
北京市,2010,5,艾滋病,20,3,0.09293617,0.013940426
天津市,2010,5,艾滋病,9,6,0.059325,0.03955
河北省,2010,5,艾滋病,34,10,0.046041667,0.013541667
山西省,2010,5,艾滋病,1,7,0.002742857,0.0192
内蒙古,2010,5,艾滋病,38,5,0.151707692,0.019961538
辽宁省,2010,5,艾滋病,8,6,0.018217143,0.013662857
吉林省,2010,5,艾滋病,15,5,0.054517241,0.018172414
黑龙江省,2010,5,艾滋病,8,11,0.020866667,0.028691667
上海市,2010,5,艾滋病,42,9,0.173090909,0.037090909
江苏省,2010,5,艾滋病,75,30,0.09423913,0.037695652
浙江省,2010,5,艾滋病,69,32,0.125304,0.058112
安徽省,2010,5,艾滋病,79,10,0.129946939,0.01644898
福建省,2010,5,艾滋病,53,16,0.139294872,0.042051282
江西省,2010,5,艾滋病,96,27,0.211324675,0.059435065
山东省,2010,5,艾滋病,20,1,0.020411765,0.001020588
河南省,2010,5,艾滋病,105,73,0.1113,0.07738
湖北省,2010,5,艾滋病,70,35,0.120329114,0.060164557
湖南省,2010,5,艾滋病,191,76,0.283452128,0.112787234
广东省,2010,5,艾滋病,263,40,0.245193774,0.037291829
广    西,2010,5,艾滋病,432,221,0.908714019,0.464874533
海南省,2010,5,艾滋病,8,8,0.0885,0.0885
重庆市,2010,5,艾滋病,127,32,0.424570769,0.106978462
四川省,2010,5,艾滋病,293,113,0.359971429,0.138828571
贵州省,2010,5,艾滋病,80,40,0.228074074,0.114037037
云南省,2010,5,艾滋病,302,117,0.640645122,0.248196951
西    藏,2010,5,艾滋病,31,6,0.9765,0.189
陕西省,2010,5,艾滋病,50,12,0.132435897,0.031784615
甘肃省,2010,5,艾滋病,14,20,0.053977778,0.077111111
青海省,2010,5,艾滋病,11,16,0.1885125,0.2742
宁    夏,2010,5,艾滋病,41,17,0.61992,0.25704
新疆,2010,5,艾滋病,144,49,0.626516129,0.213189516
建设兵团,2010,5,艾滋病,24,17,0.8784,0.6222
全    国,2010,5,HIV,6570,724,0.481256641,0.053033456
北京市,2010,5,HIV,194,3,0.901682796,0.013943548
天津市,2010,5,HIV,29,2,0.191168,0.013184
河北省,2010,5,HIV,135,10,0.182797297,0.013540541
山西省,2010,5,HIV,89,0,0.244025581,0
内蒙古,2010,5,HIV,130,17,0.519037037,0.067874074
辽宁省,2010,5,HIV,249,11,0.567094241,0.025052356
吉林省,2010,5,HIV,24,8,0.0872,0.029066667
黑龙江省,2010,5,HIV,128,11,0.333954098,0.02869918
上海市,2010,5,HIV,63,6,0.259722581,0.024735484
江苏省,2010,5,HIV,215,10,0.27009375,0.0125625
浙江省,2010,5,HIV,224,4,0.406681865,0.007262176
安徽省,2010,5,HIV,117,6,0.1924,0.009866667
福建省,2010,5,HIV,54,16,0.141905769,0.042046154
江西省,2010,5,HIV,16,5,0.035231068,0.011009709
山东省,2010,5,HIV,197,4,0.201230872,0.004085906
河南省,2010,5,HIV,209,10,0.221447111,0.010595556
湖北省,2010,5,HIV,152,9,0.261341936,0.015474194
湖南省,2010,5,HIV,290,46,0.430488889,0.068284444
广东省,2010,5,HIV,466,36,0.434585336,0.033573116
广    西,2010,5,HIV,399,90,0.839279259,0.189311111
海南省,2010,5,HIV,42,6,0.46488,0.066411429
重庆市,2010,5,HIV,283,46,0.94601505,0.153769231
四川省,2010,5,HIV,1058,153,1.299716093,0.187955163
贵州省,2010,5,HIV,320,57,0.912208877,0.162487206
云南省,2010,5,HIV,618,85,1.310989673,0.180314114
西    藏,2010,5,HIV,64,6,2.015466667,0.18895
陕西省,2010,5,HIV,153,0,0.405326613,0
甘肃省,2010,5,HIV,109,3,0.420707463,0.011579104
青海省,2010,5,HIV,25,9,0.428571429,0.154285714
宁    夏,2010,5,HIV,92,13,1.390562963,0.196492593
新疆,2010,5,HIV,357,40,1.553158772,0.174023392
建设兵团,2010,5,HIV,69,2,2.52471,0.07318
全    国,2010,6,艾滋病,2831,995,0.207357784,0.072879193
北京市,2010,6,艾滋病,34,2,0.157991489,0.009293617
天津市,2010,6,艾滋病,40,2,0.263666667,0.013183333
河北省,2010,6,艾滋病,30,14,0.040625,0.018958333
山西省,2010,6,艾滋病,36,3,0.098742857,0.008228571
内蒙古,2010,6,艾滋病,22,18,0.087830769,0.071861538
辽宁省,2010,6,艾滋病,37,6,0.084254286,0.013662857
吉林省,2010,6,艾滋病,38,21,0.138110345,0.076324138
黑龙江省,2010,6,艾滋病,42,12,0.10955,0.0313
上海市,2010,6,艾滋病,45,2,0.185454545,0.008242424
江苏省,2010,6,艾滋病,67,13,0.084186957,0.016334783
浙江省,2010,6,艾滋病,127,2,0.230632,0.003632
安徽省,2010,6,艾滋病,33,20,0.054281633,0.032897959
福建省,2010,6,艾滋病,41,17,0.10775641,0.044679487
江西省,2010,6,艾滋病,40,30,0.088051948,0.066038961
山东省,2010,6,艾滋病,47,6,0.047967647,0.006123529
河南省,2010,6,艾滋病,121,74,0.12826,0.07844
湖北省,2010,6,艾滋病,92,15,0.158146835,0.02578481
湖南省,2010,6,艾滋病,189,80,0.280484043,0.118723404
广东省,2010,6,艾滋病,252,27,0.234938521,0.025171984
广    西,2010,6,艾滋病,444,224,0.933956075,0.471185047
海南省,2010,6,艾滋病,23,5,0.2544375,0.0553125
重庆市,2010,6,艾滋病,119,28,0.397826154,0.093606154
四川省,2010,6,艾滋病,289,121,0.355057143,0.148657143
贵州省,2010,6,艾滋病,66,46,0.188161111,0.131142593
云南省,2010,6,艾滋病,340,119,0.721256098,0.252439634
西    藏,2010,6,艾滋病,14,8,0.441,0.252
陕西省,2010,6,艾滋病,35,14,0.092705128,0.037082051
甘肃省,2010,6,艾滋病,11,5,0.042411111,0.019277778
青海省,2010,6,艾滋病,8,10,0.1371,0.171375
宁    夏,2010,6,艾滋病,5,2,0.0756,0.03024
新疆,2010,6,艾滋病,123,46,0.535149194,0.200137097
建设兵团,2010,6,艾滋病,21,3,0.7686,0.1098
全    国,2010,6,HIV,6248,747,0.457669938,0.054718221
北京市,2010,6,HIV,154,0,0.715768817,0
天津市,2010,6,HIV,42,17,0.276864,0.112064
河北省,2010,6,HIV,124,3,0.167902703,0.004062162
山西省,2010,6,HIV,87,8,0.23854186,0.021934884
内蒙古,2010,6,HIV,24,5,0.095822222,0.019962963
辽宁省,2010,6,HIV,94,10,0.21408377,0.022774869
吉林省,2010,6,HIV,102,8,0.3706,0.029066667
黑龙江省,2010,6,HIV,84,13,0.219157377,0.033917213
上海市,2010,6,HIV,142,9,0.585406452,0.037103226
江苏省,2010,6,HIV,182,0,0.2286375,0
浙江省,2010,6,HIV,228,8,0.413944041,0.014524352
安徽省,2010,6,HIV,93,3,0.152933333,0.004933333
福建省,2010,6,HIV,134,2,0.352136538,0.005255769
江西省,2010,6,HIV,64,2,0.140924272,0.004403883
山东省,2010,6,HIV,158,14,0.161393289,0.014300671
河南省,2010,6,HIV,199,20,0.210851556,0.021191111
湖北省,2010,6,HIV,172,7,0.295729032,0.012035484
湖南省,2010,6,HIV,311,45,0.461662222,0.0668
广东省,2010,6,HIV,433,34,0.40380998,0.031707943
广    西,2010,6,HIV,351,88,0.738313333,0.185104198
海南省,2010,6,HIV,79,4,0.874417143,0.044274286
重庆市,2010,6,HIV,280,47,0.935986622,0.15711204
四川省,2010,6,HIV,1118,148,1.373424,0.181812837
贵州省,2010,6,HIV,407,69,1.160215666,0.196695039
云南省,2010,6,HIV,482,93,1.022487091,0.197284854
西    藏,2010,6,HIV,45,11,1.417125,0.346408333
陕西省,2010,6,HIV,141,8,0.37353629,0.021193548
甘肃省,2010,6,HIV,149,4,0.575095522,0.015438806
青海省,2010,6,HIV,28,12,0.48,0.205714286
宁    夏,2010,6,HIV,8,3,0.120918519,0.045344444
新疆,2010,6,HIV,328,41,1.426991813,0.178373977
建设兵团,2010,6,HIV,5,11,0.18295,0.40249
全    国,2010,7,艾滋病,2914,956,0.213437153,0.070022621
北京市,2010,7,艾滋病,54,3,0.25092766,0.013940426
天津市,2010,7,艾滋病,26,6,0.171383333,0.03955
河北省,2010,7,艾滋病,48,10,0.065,0.013541667
山西省,2010,7,艾滋病,5,1,0.013714286,0.002742857
内蒙古,2010,7,艾滋病,12,10,0.047907692,0.039923077
辽宁省,2010,7,艾滋病,22,10,0.050097143,0.022771429
吉林省,2010,7,艾滋病,6,12,0.021806897,0.043613793
黑龙江省,2010,7,艾滋病,16,5,0.041733333,0.013041667
上海市,2010,7,艾滋病,30,0,0.123636364,0
江苏省,2010,7,艾滋病,62,32,0.077904348,0.040208696
浙江省,2010,7,艾滋病,143,4,0.259688,0.007264
安徽省,2010,7,艾滋病,78,9,0.128302041,0.014804082
福建省,2010,7,艾滋病,68,6,0.178717949,0.015769231
江西省,2010,7,艾滋病,70,47,0.154090909,0.103461039
山东省,2010,7,艾滋病,28,14,0.028576471,0.014288235
河南省,2010,7,艾滋病,100,67,0.106,0.07102
湖北省,2010,7,艾滋病,99,7,0.170179747,0.012032911
湖南省,2010,7,艾滋病,142,72,0.210734043,0.106851064
广东省,2010,7,艾滋病,278,44,0.25917821,0.041021012
广    西,2010,7,艾滋病,416,222,0.875057944,0.466978037
海南省,2010,7,艾滋病,44,15,0.48675,0.1659375
重庆市,2010,7,艾滋病,149,27,0.498118461,0.090263077
四川省,2010,7,艾滋病,302,103,0.371028571,0.126542857
贵州省,2010,7,艾滋病,80,38,0.228074074,0.108335185
云南省,2010,7,艾滋病,306,101,0.649130488,0.214255488
西    藏,2010,7,艾滋病,22,4,0.693,0.126
陕西省,2010,7,艾滋病,77,6,0.203951282,0.015892308
甘肃省,2010,7,艾滋病,33,9,0.127233333,0.0347
青海省,2010,7,艾滋病,17,1,0.2913375,0.0171375
宁    夏,2010,7,艾滋病,5,6,0.0756,0.09072
新疆,2010,7,艾滋病,154,64,0.670024194,0.278451613
建设兵团,2010,7,艾滋病,22,1,0.8052,0.0366
全    国,2010,7,HIV,6345,721,0.464775249,0.052813704
北京市,2010,7,HIV,247,10,1.148018817,0.046478495
天津市,2010,7,HIV,11,1,0.072512,0.006592
河北省,2010,7,HIV,125,6,0.169256757,0.008124324
山西省,2010,7,HIV,71,0,0.194672093,0
内蒙古,2010,7,HIV,81,2,0.3234,0.007985185
辽宁省,2010,7,HIV,262,27,0.596701571,0.061492147
吉林省,2010,7,HIV,71,8,0.257966667,0.029066667
黑龙江省,2010,7,HIV,47,12,0.12262377,0.031308197
上海市,2010,7,HIV,125,0,0.515322581,0
江苏省,2010,7,HIV,209,5,0.26255625,0.00628125
浙江省,2010,7,HIV,160,13,0.290487047,0.023602073
安徽省,2010,7,HIV,51,0,0.083866667,0
福建省,2010,7,HIV,55,16,0.144533654,0.042046154
江西省,2010,7,HIV,120,19,0.26423301,0.041836893
山东省,2010,7,HIV,134,11,0.136877852,0.011236242
河南省,2010,7,HIV,216,10,0.228864,0.010595556
湖北省,2010,7,HIV,190,10,0.326677419,0.017193548
湖南省,2010,7,HIV,200,43,0.296888889,0.063831111
广东省,2010,7,HIV,525,31,0.489607943,0.028910183
广    西,2010,7,HIV,402,94,0.84558963,0.197724938
海南省,2010,7,HIV,53,12,0.586634286,0.132822857
重庆市,2010,7,HIV,261,44,0.872473244,0.147083612
四川省,2010,7,HIV,1078,155,1.324285395,0.190412093
贵州省,2010,7,HIV,344,50,0.980624543,0.142532637
云南省,2010,7,HIV,585,90,1.24098537,0.190920826
西    藏,2010,7,HIV,0,3,0,0.094475
陕西省,2010,7,HIV,95,4,0.251673387,0.010596774
甘肃省,2010,7,HIV,130,4,0.501761194,0.015438806
青海省,2010,7,HIV,4,9,0.068571429,0.154285714
宁    夏,2010,7,HIV,62,0,0.937118519,0
新疆,2010,7,HIV,341,29,1.483549415,0.126166959
建设兵团,2010,7,HIV,90,3,3.2931,0.10977
全    国,2010,8,艾滋病,2588,993,0.189559147,0.072732702
北京市,2010,8,艾滋病,14,6,0.065055319,0.027880851
天津市,2010,8,艾滋病,21,6,0.138425,0.03955
河北省,2010,8,艾滋病,23,3,0.031145833,0.0040625
山西省,2010,8,艾滋病,4,15,0.010971429,0.041142857
内蒙古,2010,8,艾滋病,32,8,0.127753846,0.031938462
辽宁省,2010,8,艾滋病,5,0,0.011385714,0
吉林省,2010,8,艾滋病,21,28,0.076324138,0.101765517
黑龙江省,2010,8,艾滋病,17,7,0.044341667,0.018258333
上海市,2010,8,艾滋病,10,0,0.041212121,0
江苏省,2010,8,艾滋病,27,29,0.033926087,0.03643913
浙江省,2010,8,艾滋病,103,11,0.187048,0.019976
安徽省,2010,8,艾滋病,22,9,0.036187755,0.014804082
福建省,2010,8,艾滋病,72,9,0.189230769,0.023653846
江西省,2010,8,艾滋病,66,22,0.145285714,0.048428571
山东省,2010,8,艾滋病,30,7,0.030617647,0.007144118
河南省,2010,8,艾滋病,98,70,0.10388,0.0742
湖北省,2010,8,艾滋病,53,9,0.091106329,0.015470886
湖南省,2010,8,艾滋病,165,85,0.244867021,0.126143617
广东省,2010,8,艾滋病,283,33,0.263839689,0.030765759
广    西,2010,8,艾滋病,410,226,0.862436916,0.475392056
海南省,2010,8,艾滋病,41,1,0.4535625,0.0110625
重庆市,2010,8,艾滋病,115,26,0.384453846,0.08692
四川省,2010,8,艾滋病,296,113,0.363657143,0.138828571
贵州省,2010,8,艾滋病,106,44,0.302198148,0.125440741
云南省,2010,8,艾滋病,291,91,0.617310366,0.193042073
西    藏,2010,8,艾滋病,21,9,0.6615,0.2835
陕西省,2010,8,艾滋病,54,29,0.143030769,0.076812821
甘肃省,2010,8,艾滋病,9,16,0.0347,0.061688889
青海省,2010,8,艾滋病,19,18,0.3256125,0.308475
宁    夏,2010,8,艾滋病,7,5,0.10584,0.0756
新疆,2010,8,艾滋病,136,57,0.591709677,0.247995968
建设兵团,2010,8,艾滋病,17,1,0.6222,0.0366
全    国,2010,8,HIV,6714,742,0.491804732,0.054351968
北京市,2010,8,HIV,230,4,1.069005376,0.018591398
天津市,2010,8,HIV,86,13,0.566912,0.085696
河北省,2010,8,HIV,162,3,0.219356757,0.004062162
山西省,2010,8,HIV,47,7,0.128867442,0.019193023
内蒙古,2010,8,HIV,41,4,0.163696296,0.01597037
辽宁省,2010,8,HIV,205,13,0.466884817,0.02960733
吉林省,2010,8,HIV,185,7,0.672166667,0.025433333
黑龙江省,2010,8,HIV,67,13,0.174804098,0.033917213
上海市,2010,8,HIV,72,3,0.296825806,0.012367742
江苏省,2010,8,HIV,253,8,0.31783125,0.01005
浙江省,2010,8,HIV,125,5,0.226943005,0.00907772
安徽省,2010,8,HIV,111,1,0.182533333,0.001644444
福建省,2010,8,HIV,111,4,0.291695192,0.010511538
江西省,2010,8,HIV,127,15,0.279646602,0.033029126
山东省,2010,8,HIV,175,10,0.178758389,0.010214765
河南省,2010,8,HIV,292,27,0.309390222,0.028608
湖北省,2010,8,HIV,125,11,0.214919355,0.018912903
湖南省,2010,8,HIV,254,49,0.377048889,0.072737778
广东省,2010,8,HIV,464,30,0.432720163,0.027977597
广    西,2010,8,HIV,442,86,0.929727901,0.180897284
海南省,2010,8,HIV,34,5,0.376331429,0.055342857
重庆市,2010,8,HIV,284,46,0.949357859,0.153769231
四川省,2010,8,HIV,1103,166,1.354997023,0.203925209
贵州省,2010,8,HIV,401,62,1.143111749,0.17674047
云南省,2010,8,HIV,594,85,1.260077453,0.180314114
西    藏,2010,8,HIV,36,8,1.1337,0.251933333
陕西省,2010,8,HIV,165,7,0.437116935,0.018544355
甘肃省,2010,8,HIV,47,5,0.18140597,0.019298507
青海省,2010,8,HIV,36,4,0.617142857,0.068571429
宁    夏,2010,8,HIV,56,5,0.84642963,0.075574074
新疆,2010,8,HIV,344,24,1.496601169,0.104414035
建设兵团,2010,8,HIV,40,12,1.4636,0.43908
全    国,2010,9,艾滋病,2803,1005,0.205306912,0.073611647
北京市,2010,9,艾滋病,53,11,0.246280851,0.051114894
天津市,2010,9,艾滋病,18,9,0.11865,0.059325
河北省,2010,9,艾滋病,2,7,0.002708333,0.009479167
山西省,2010,9,艾滋病,15,9,0.041142857,0.024685714
内蒙古,2010,9,艾滋病,17,26,0.067869231,0.1038
辽宁省,2010,9,艾滋病,27,12,0.061482857,0.027325714
吉林省,2010,9,艾滋病,47,9,0.17082069,0.032710345
黑龙江省,2010,9,艾滋病,57,1,0.148675,0.002608333
上海市,2010,9,艾滋病,11,13,0.045333333,0.053575758
江苏省,2010,9,艾滋病,44,0,0.055286957,0
浙江省,2010,9,艾滋病,109,19,0.197944,0.034504
安徽省,2010,9,艾滋病,49,3,0.0806,0.004934694
福建省,2010,9,艾滋病,55,3,0.144551282,0.007884615
江西省,2010,9,艾滋病,47,39,0.103461039,0.085850649
山东省,2010,9,艾滋病,56,5,0.057152941,0.005102941
河南省,2010,9,艾滋病,122,77,0.12932,0.08162
湖北省,2010,9,艾滋病,87,19,0.149551899,0.032660759
湖南省,2010,9,艾滋病,172,84,0.255255319,0.124659574
广东省,2010,9,艾滋病,244,47,0.227480156,0.043817899
广    西,2010,9,艾滋病,431,234,0.906610514,0.492220093
海南省,2010,9,艾滋病,32,9,0.354,0.0995625
重庆市,2010,9,艾滋病,139,13,0.464687692,0.04346
四川省,2010,9,艾滋病,249,121,0.305914286,0.148657143
贵州省,2010,9,艾滋病,142,59,0.404831482,0.16820463
云南省,2010,9,艾滋病,314,106,0.66610122,0.224862195
西    藏,2010,9,艾滋病,34,2,1.071,0.063
陕西省,2010,9,艾滋病,45,2,0.119192308,0.005297436
甘肃省,2010,9,艾滋病,24,14,0.092533333,0.053977778
青海省,2010,9,艾滋病,5,8,0.0856875,0.1371
宁    夏,2010,9,艾滋病,15,2,0.2268,0.03024
新疆,2010,9,艾滋病,122,33,0.530798387,0.143576613
建设兵团,2010,9,艾滋病,19,9,0.6954,0.3294
全    国,2010,9,HIV,6577,736,0.481769395,0.053912464
北京市,2010,9,HIV,231,2,1.073653226,0.009295699
天津市,2010,9,HIV,14,5,0.092288,0.03296
河北省,2010,9,HIV,150,7,0.203108108,0.009478378
山西省,2010,9,HIV,19,3,0.052095349,0.008225581
内蒙古,2010,9,HIV,90,5,0.359333333,0.019962963
辽宁省,2010,9,HIV,200,12,0.455497382,0.027329843
吉林省,2010,9,HIV,46,9,0.167133333,0.0327
黑龙江省,2010,9,HIV,198,7,0.516585246,0.018263115
上海市,2010,9,HIV,118,0,0.486464516,0
江苏省,2010,9,HIV,270,1,0.3391875,0.00125625
浙江省,2010,9,HIV,175,3,0.317720207,0.005446632
安徽省,2010,9,HIV,79,18,0.129911111,0.0296
福建省,2010,9,HIV,119,22,0.312718269,0.057813462
江西省,2010,9,HIV,88,4,0.193770874,0.008807767
山东省,2010,9,HIV,158,3,0.161393289,0.00306443
河南省,2010,9,HIV,232,24,0.245816889,0.025429333
湖北省,2010,9,HIV,173,5,0.297448387,0.008596774
湖南省,2010,9,HIV,201,44,0.298373333,0.065315556
广东省,2010,9,HIV,456,28,0.425259471,0.026112424
广    西,2010,9,HIV,421,93,0.885555309,0.195621481
海南省,2010,9,HIV,113,3,1.250748571,0.033205714
重庆市,2010,9,HIV,272,45,0.909244147,0.150426421
四川省,2010,9,HIV,1129,160,1.386937116,0.196554419
贵州省,2010,9,HIV,345,68,0.983475196,0.193844386
云南省,2010,9,HIV,605,84,1.28341222,0.178192771
西    藏,2010,9,HIV,35,9,1.102208333,0.283425
陕西省,2010,9,HIV,92,20,0.243725806,0.052983871
甘肃省,2010,9,HIV,59,7,0.227722388,0.02701791
青海省,2010,9,HIV,156,0,2.674285714,0
宁    夏,2010,9,HIV,6,10,0.090688889,0.151148148
新疆,2010,9,HIV,321,29,1.396537719,0.126166959
建设兵团,2010,9,HIV,6,6,0.21954,0.21954
全    国,2010,10,艾滋病,2808,1034,0.205673139,0.075735764
北京市,2010,10,艾滋病,42,1,0.195165957,0.004646809
天津市,2010,10,艾滋病,7,6,0.046141667,0.03955
河北省,2010,10,艾滋病,13,8,0.017604167,0.010833333
山西省,2010,10,艾滋病,24,2,0.065828571,0.005485714
内蒙古,2010,10,艾滋病,7,17,0.027946154,0.067869231
辽宁省,2010,10,艾滋病,42,6,0.09564,0.013662857
吉林省,2010,10,艾滋病,26,12,0.094496552,0.043613793
黑龙江省,2010,10,艾滋病,13,3,0.033908333,0.007825
上海市,2010,10,艾滋病,48,5,0.197818182,0.020606061
江苏省,2010,10,艾滋病,40,23,0.05026087,0.0289
浙江省,2010,10,艾滋病,109,14,0.197944,0.025424
安徽省,2010,10,艾滋病,28,11,0.046057143,0.018093878
福建省,2010,10,艾滋病,77,0,0.202371795,0
江西省,2010,10,艾滋病,89,36,0.195915584,0.079246753
山东省,2010,10,艾滋病,30,15,0.030617647,0.015308824
河南省,2010,10,艾滋病,138,65,0.14628,0.0689
湖北省,2010,10,艾滋病,75,25,0.128924051,0.042974684
湖南省,2010,10,艾滋病,207,66,0.307196809,0.097946809
广东省,2010,10,艾滋病,263,46,0.245193774,0.042885603
广    西,2010,10,艾滋病,398,229,0.83719486,0.48170257
海南省,2010,10,艾滋病,18,10,0.199125,0.110625
重庆市,2010,10,艾滋病,129,39,0.431256923,0.13038
四川省,2010,10,艾滋病,345,125,0.423857143,0.153571429
贵州省,2010,10,艾滋病,115,45,0.327856481,0.128291667
云南省,2010,10,艾滋病,324,102,0.687314634,0.216376829
西    藏,2010,10,艾滋病,9,4,0.2835,0.126
陕西省,2010,10,艾滋病,39,11,0.1033,0.029135897
甘肃省,2010,10,艾滋病,19,19,0.073255556,0.073255556
青海省,2010,10,艾滋病,12,5,0.20565,0.0856875
宁    夏,2010,10,艾滋病,11,19,0.16632,0.28728
新疆,2010,10,艾滋病,110,47,0.47858871,0.204487903
建设兵团,2010,10,艾滋病,1,18,0.0366,0.6588
全    国,2010,10,HIV,6379,760,0.467265771,0.055670479
北京市,2010,10,HIV,237,2,1.101540323,0.009295699
天津市,2010,10,HIV,72,11,0.474624,0.072512
河北省,2010,10,HIV,100,1,0.135405405,0.001354054
山西省,2010,10,HIV,67,14,0.183704651,0.038386047
内蒙古,2010,10,HIV,41,1,0.163696296,0.003992593
辽宁省,2010,10,HIV,216,16,0.491937173,0.036439791
吉林省,2010,10,HIV,41,7,0.148966667,0.025433333
黑龙江省,2010,10,HIV,207,11,0.540066393,0.02869918
上海市,2010,10,HIV,81,23,0.333929032,0.094819355
江苏省,2010,10,HIV,223,3,0.28014375,0.00376875
浙江省,2010,10,HIV,166,5,0.301380311,0.00907772
安徽省,2010,10,HIV,38,9,0.062488889,0.0148
福建省,2010,10,HIV,16,7,0.042046154,0.018395192
江西省,2010,10,HIV,143,12,0.31487767,0.026423301
山东省,2010,10,HIV,166,14,0.169565101,0.014300671
河南省,2010,10,HIV,226,31,0.239459556,0.032846222
湖北省,2010,10,HIV,138,4,0.237270968,0.006877419
湖南省,2010,10,HIV,279,53,0.41416,0.078675556
广东省,2010,10,HIV,451,22,0.420596538,0.020516904
广    西,2010,10,HIV,375,85,0.788796296,0.178793827
海南省,2010,10,HIV,1,11,0.011068571,0.121754286
重庆市,2010,10,HIV,282,36,0.942672241,0.120341137
四川省,2010,10,HIV,1105,165,1.357453954,0.202696744
贵州省,2010,10,HIV,298,67,0.849494517,0.190993734
云南省,2010,10,HIV,643,92,1.364023236,0.195163511
西    藏,2010,10,HIV,27,3,0.850275,0.094475
陕西省,2010,10,HIV,151,4,0.400028226,0.010596774
甘肃省,2010,10,HIV,37,6,0.142808955,0.023158209
青海省,2010,10,HIV,20,12,0.342857143,0.205714286
宁    夏,2010,10,HIV,61,1,0.922003704,0.015114815
新疆,2010,10,HIV,435,32,1.892504386,0.139218713
建设兵团,2010,10,HIV,36,0,1.31724,0
全    国,2010,11,艾滋病,3066,1095,0.224570457,0.080203735
北京市,2010,11,艾滋病,64,11,0.297395745,0.051114894
天津市,2010,11,艾滋病,43,5,0.283441667,0.032958333
河北省,2010,11,艾滋病,39,18,0.0528125,0.024375
山西省,2010,11,艾滋病,30,9,0.082285714,0.024685714
内蒙古,2010,11,艾滋病,30,9,0.119769231,0.035930769
辽宁省,2010,11,艾滋病,36,2,0.081977143,0.004554286
吉林省,2010,11,艾滋病,34,11,0.123572414,0.03997931
黑龙江省,2010,11,艾滋病,85,22,0.221708333,0.057383333
上海市,2010,11,艾滋病,18,4,0.074181818,0.016484848
江苏省,2010,11,艾滋病,62,24,0.077904348,0.030156522
浙江省,2010,11,艾滋病,88,27,0.159808,0.049032
安徽省,2010,11,艾滋病,54,16,0.08882449,0.026318367
福建省,2010,11,艾滋病,55,7,0.144551282,0.018397436
江西省,2010,11,艾滋病,96,45,0.211324675,0.099058442
